TF  AUC AUPR    RECALL  F1
ATF3	0.9250474381029179	0.225160244615606	0.19764397905759162	0.28330206378986866
BHLHE40	0.9148852060671848	0.5069626920739113	0.49933624122890197	0.4996679001802828
CEBPB	0.9333775954462222	0.36968687283388524	0.24075289997811336	0.3250110799231792
CTCF	0.9676455926995066	0.7422817592671118	0.9191556254210644	0.6476778226125485
E2F4	0.9335509503780228	0.1889226070740868	0.015380065069506064	0.029842180774748924
EGR1	0.9496417025701814	0.4548671138016108	0.41209117938553025	0.4518091926545692
ELF1	0.9539762061811377	0.6704028277387052	0.7653247715485305	0.6048445337965764
ELK1	0.9418038487963649	0.45770780371062025	0.41174524400330853	0.45160119749614447
ETS1	0.9376096759585895	0.4154907963076246	0.3423479561316052	0.40642106820535584
FOS	0.9829536902237582	0.5193550260612798	0.6006920415224913	0.5457403332285445
JUND	0.9702480519581724	0.3576477901029642	0.28068631764188295	0.3595378979994364
MAX	0.9292808559739585	0.5020134759344619	0.4715745497657088	0.48537145181440483
MEF2A	0.9206089935413541	0.4855360527476523	0.4972045247692108	0.4985983440902276
MYC	0.9600987172097548	0.35843128615495123	0.16099919419822722	0.24356942581982202
NFE2	0.9975176963629901	0.3333609699081861	0.10869565217391304	0.17857142857142855
NFYA	0.9896759423562231	0.4809969787806886	0.4424882629107981	0.46948941469489414
NFYB	0.962253122939009	0.6123723407392394	0.6918714555765595	0.5804916732751784
NRF1	0.9791700467333257	0.5740047713881741	0.6547447360830689	0.5670038716123392
REST	0.9583522222049331	0.5909919850718519	0.5406896551724137	0.5195493704440027
PU1	0.9704010235445977	0.8083451055026868	0.9110279164355704	0.6456483998820793
RAD21	0.9646824339229556	0.7453879278927105	0.9123128758476564	0.645970798290779
RFX5	0.8876421312156142	0.2594936898577068	0.17453847998081995	0.25875244357561755
SIX5	0.9758090978031804	0.5691877635676442	0.5701899256812551	0.5327932098765431
SMC3	0.9625126664425595	0.681632781991082	0.8451530144768188	0.6282950752673524
SP1	0.9365009564215214	0.5121549282925563	0.5019064820389324	0.5009514271407112
SRF	0.8488365965461534	0.07151102261191747	0.0004967709885742673	0.0009925558312655087
STAT1	0.8383890949490349	0.05822117098857266	0.0	0.0
STAT5A	0.9019609244461245	0.3800022676065368	0.19591174561972746	0.28151809026482655
TR4	0.909604274868549	0.08677970615139698	0.0014388489208633094	0.0028694404591104736
USF2	0.9548458945018501	0.49001234321466214	0.508069939475454	0.5040026684456305
YY1	0.9439055598694861	0.2787149436556171	0.2133446663833404	0.2990765564492106
ZBTB33	0.9310433524829683	0.09640775064210852	0.0	0.0
ZNF143	0.9667448087850871	0.6084698994393514	0.7033992897006596	0.584510308191745
